"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","Authentication","2","0","Valid user login","0"
"0","","1","Checkout","0","0","Complete Order","0"
"0","","0","SauceDemo Shopping Flow","1","0","Complete purchase workflow","0"
"0","","0","Authentication","1","0","Invalid Login","0"
"0","","0","Product","1","0","Search Product","0"
"0","","0","Cart","1","0","Verify Product In Cart","0"
"0","","0","Cart","1","0","Add Product To Cart","0"
